Source,Link,Headline,Description,Date,Timestamp,Topic,Author,Region,Article_Content
DAWN.COM,https://www.dawn.com/news/1891143,Paris summit grapples with real-world impact of AI - World - DAWN ...,"11-Feb-2025 ... PARIS: Artificial intelligence (AI) risks reinforcing gender disparities rather than immediate widespread job destruction, the International ...",11-Feb-25,23/04/2025,artificial intelligence,Dawn News,global,"PARIS: Artificial intelligence (AI) risks reinforcing gender disparities rather than immediate widespread job destruction, the International Labour Organisation chief said on Monday as a summit of national leaders and tech bosses opened in Paris.Co-hosted by French President Emmanuel Macron and Indian Prime Minister Narendra Modi, theParis summitaims to lay the groundwork for governing the nascent sector, as global powers race to play leading roles in the fast-developing technology.At present, AI is mostly replacing humans in clerical jobs disproportionately held by women, ILO head Gilbert Houngbo told an audience in the French capital’s opulent Grand Palais.“The category of jobs that will be automated and hence be lost could contribute to deepen the gender gap” in pay between men and women, he added.ILO head says AI replacing humans in clerical jobs, mostly held by womenLooking at the wider picture, “we’re not too much worried (about) a massive job loss” despite widespread fears Houngbo added.While “there will be millions of jobs that will be lost”, many more will be created thanks to AI, he predicted based on current “quite positive” trends.Nevertheless, “there is a risk of those new jobs being paid less and sometimes with much less protection” for employees, as has happened with much “gig economy” work, Houngbo said.Political leaders, including US Vice President JD Vance and Chinese Vice Premier Zhang Guoqing, are set to rub shoulders with the likes of OpenAI boss Sam Altman and Google chief Sundar Pichai.A largely suit-wearing crowd of men and women speaking languages from all over the world gathered under the glass-and-steel dome of the great hall, built for the 1900 Universal Exhibition and now decked out with screens and geodesic domes.Two years on from the emergence of OpenAI’s ChatGPT chatbot, “artificial intelligence fuels both immense hopes and, at times, exaggerated fear,” Macron’s AI envoy Anne Bouverot told guests as she opened the summit.She promised a “turning point” that would bring more countries on board with AI, as well as more “sustainable development” of the resource- and energy-hungry technology.Macron had on Sunday trumpeted the economic benefits of artificial intelligence, saying 109 billion euros ($113bn) would be invested in French AI in the coming years.That was “the equivalent for France of what the US has announced with ‘Stargate’,” the $500bn US programme led by ChatGPT maker OpenAI, he added.The technical challenges and price of entry for nations hoping to keep abreast in the AI race have become clearer in recent weeks.Around the same time Stargate was announced, Chinese startupDeepSeekstunned Silicon Valley heavyweights with its low-cost, high-performance AI models.In the US-China face-off, “Europe has to find a way to take a position, take some initiative and take back control,” said Sylvain Duranton of the Boston Consulting Group.European Commission chief Ursula von der Leyen is expected to announce around 10 public supercomputers designed for use by researchers and startups while attending the summit.Also Monday, a group of more than 60 European companies such as Airbus, Volkswagen and Mistral AI launched an “EU AI Champions Initiative”.Global governance puzzleAway from the investment grandstanding, a group of countries, companies and philanthropic organisations said Sunday they would pump $400 million into a partnership called “Current AI” that would foster “public interest” approaches to the technology.Current AI aims to raise as much as $2.5 billion for its mission to grant AI developers access to more data, offer open-source tools and infrastructure for programmers to build on, and “develop systems to measure AI’s social and environmental impact”.On Tuesday, political leaders from around 100 countries will hold a plenary session, with notable attendees including Modi, Vance, Zhang and Von der Leyen.Published in Dawn, February 11th, 2025"
DAWN.COM,https://www.dawn.com/news/1799034,PTI blazes a trail with novel use of artificial intelligence - Pakistan ...,"19-Dec-2023 ... An AI-generated image of Imran Khan, taken from the Adobe-owned Behance platform. ISLAMABAD: The PTI, usually considered a trailblazer in the ...",19-Dec-23,23/04/2025,artificial intelligence,Dawn News,global,"An AI-generated image of Imran Khan, taken from the Adobe-owned Behance platform.ISLAMABAD: The PTI, us­­ually considered a trailblazer in the use of social media for political messaging, successfully used AI to clone the voice of the party’s founder, Imran Khan, who addressed the virtual jalsa while being incarcerated in Adiala Jail.The audio clip, broadcast on social media in the early hours of Monday at the end of the five-hour-long online event, was played over archival footage of Mr Khan speaking.Talking toDawn, Azhar Mashwani, a focal person to the PTI chairman on so­­cial media, said Mr Khan gave a written message from the prison, which was then cloned into a voice resembling his.“The start and end were in Mr Khan’s original voice, while the rest was computer generated,” he said, adding that the software identified the voice and then delivered the message in a similar tone.Imran addresses virtual jalsa in ‘cloned voice’; laments ‘attempts to keep PTI out of polls’“The voice was a 60 to 65 per cent match, which made people believe that Mr Khan actually delivered the speech.”PTI’s social media head Jib­ran Ilyas toldAFPthat AI was used “to get over suppression”.“This was a no-brainer for us when Imran Khan is no longer there to actually speak at a political rally,” he said, adding that the party’s rallies are “[in]complete without Imran Khan”.As the speech started, the voice resembling that of Mr Khan said he would like to “praise the social media team for this historic attempt”.The voice then delved into Mr Khan’s idiosyncratic style, criticising his opponents and lamenting the erosion of the rule of law. “Our party is not allowed to hold public rallies,” he said in the speech, urging supporters to turn out in large numbers at general elections set for February 8.“Our people are being kidnapped, and their families are being harassed. Democracy is being dismantled with a party with over 75pc [approval] rating being kept out of the race,” the voice alleged, warning that it will lead to instability.ReactionThe novel attempt lent the party acclaim over its use of modern technology.“It wasn’t very convincing,” Syed Muhammad Ashar, a 38-year-old business manager, toldAFPin Lahore.“The grammar was strange, too. But I will give them marks for trying.”A media worker, Hussain Javed Afroze, praised the digitally-delivered oration.“No other party uses technology like PTI does. These are new tools, so I think it’s a positive thing to use them.”Analysts have long warned bad actors may use artificial intelligence to impersonate leaders and sow disinformation, but far less has been said about how the technology may be used to skirt state suppression.Core committee issues messageSeparately on Monday, PTI’s core committee released another message by Mr Khan, urging his supporters to prepare themselves for the upcoming general elections.The party’s founding leader said the deferment of elections or any attack on their transparency “was not in the country’s interest” and PTI workers “should plan to foil any such attacks”.The core committee’s meeting reiterated its demand for the “bat” symbol and welcomed Sardar Latif Khan Khosa into the party.The meeting expressed confidence in Mr Khosa’s abilities and said that his experience would be useful in achi­eving PTI’s democratic, constitutional and political goals.Published in Dawn, December 19th, 2023"
DAWN.COM,https://www.dawn.com/news/1862773,Concern over use of AI to influence US election - World - DAWN.COM,"03-Oct-2024 ... ... artificial intelligence to disseminate fake or divisive information, according to an annual US threat assessment released on Wednesday.",03-Oct-24,23/04/2025,artificial intelligence,Dawn News,global,"WASHINGTON: The US sees a growing threat of Russia, Iran and China attempting to influence theNov 5 elections, including by using artificial intelligence to disseminate fake or divisive information, according to an annual US threat assessment released on Wednesday.Russian “influence actors” have amplified stories about migrants entering the US in an attempt to stoke discord, according to the Department of Homeland Security report, and have used generative AI to create fake websites that appeared to be authentic US-based media outlets.Iran has become “increasingly aggressive in its foreign influence efforts,” the report said. In one example, Iranian actors posed as activists online to encourage protests over the conflict in Gaza, DHS said.The US is gearing up for a close presidential election between Vice President Kamala Harris, a Democrat, and Republican former President Donald Trump that could further inflame partisan tensions and offer opportunities for foreign adversaries to try to disrupt the democratic process.The DHS assessment anticipates Russia, Iran and China “will use a blend of subversive, undeclared, criminal, and coercive tactics to seek new opportunities to undermine confidence in US democratic institutions and domestic social cohesion.” Domestic violent extremists pose another serious threat, according to the report.Trump already has been the target of two alleged assassination attempts.The report said it expects domestic extremists to attempt violent actions “with the intent of instilling fear among voters, candidates, and election workers, as well as disrupting election processes.”Published in Dawn, October 3rd, 2024"
DAWN.COM,https://www.dawn.com/news/1858113,South Korea summit announces 'blueprint' for using AI in military ...,10-Sept-2024 ... A global summit in South Korea on Tuesday announced a “blueprint for action” to govern responsible use of artificial intelligence (AI) in the military.,Unknown,23/04/2025,artificial intelligence,Dawn News,global,"A global summit in South Korea on Tuesday announced a “blueprint for action” to govern responsible use of artificial intelligence (AI) in the military, with more practical guidelines than a similar document last year, but still legally non-binding.It was not immediately clear how many of the 96 nations that sent government representatives to the summit, including the United States and China, are endorsing the document.The Responsible AI in the Military Domain (REAIM) summit in Seoul, the second of its kind, follows one held in Amsterdam last year. At that time, around 60 nations endorsed a modest “call to action” without legal commitment.Government representatives speaking at a roundtable on Tuesday said this year’s “blueprint” was more action-oriented.This is in keeping with advances in discussions about AI risk, and developments in military use of AI such as Ukraine’s rollout of AI-enabled drones.“We are making further concrete steps,” Netherlands Defence Minister Ruben Brekelmans told Reuters. “Last year…was more about creating shared understanding, now we are getting more towards action.”This includes laying out what kind of risk assessments should be made, important conditions such as human control, and how confidence-building measures can be taken in order to manage those risks, he said.Among the details added in the document was the need to prevent AI from being used to proliferate weapons of mass destruction (WMD) by actors including terrorist groups, and the importance of maintaining human control and involvement in nuclear weapons employment.South Korean officials said the document covers much of the same ground as principles laid out elsewhere, such as the US government’s declaration on responsible use of AI in the military launched last year.But the Seoul summit — co-hosted by the Netherlands, Singapore, Kenya and the United Kingdom — aims to ensure ongoing multi-stakeholder discussions not dominated by a single nation or entity.The venue and timing for the next summit is still being discussed, officials said."
DAWN.COM,https://www.dawn.com/news/1804320,"AI used to write Economist piece, claims Imran - Pakistan - DAWN ...","09-Jan-2024 ... Imran Khan made a surprising claim, saying that an essay recently published by The Economist under his name was actually “AI-generated”.",09-Jan-24,23/04/2025,artificial intelligence,Dawn News,global,"ISLAMABAD: Embattled PTI founder and former prime minister Imran Khan made a surprising claim, saying that anessayrecently published byThe Economistunder his name was actually “AI-generated”.Mr Khan made the claim while talking to journalists allowed to cover proceedings inside the prison after attending two trials — one regarding a£190 million corruption caseand theToshakhana reference— at the Adiala Jail, on Monday.Confirming the contents of the essay, Mr Khan said he did not write the piece himself, rather it was based on points he had dictated, which were put into words through the use of artificial intelligence.In the essay attributed to him, Mr Khan had expressed apprehensions that the election scheduled for Feb 8 may not take place at all, adding that even if they do, such polls would be a “disaster and a farce since PTI is being denied its basic right to campaign”.Although the content and tone of the article were in line with Mr Khan’s historic stance, several observers had doubts over whether the PTI founder had personally penned the piece.Incarcerated PTI founder ‘owns’ article’s contents; SC asks party’s lawyers not to accuse ECP without proof“It is not an issue that someone cannot write an article or a book while languishing in jail. We have the objection that the article in question has not been written by the former PTI chairman,”APPquoted caretaker Information Minister Murtaza Solangi as saying on Monday.The minister said no such content was leaked from the jail to any media organisation and alleged thatThe Economistpublished “the ghost article” in the name of the former PTI chairman.When asked about the provenance of the article, sources close to Mr Khan toldDawnthat it contained facts mentioned by the PTI founder at different points in time, adding that the article was merely a consolidation of facts already available on social media platforms.The sources said that Mr Khan had shared these details with some visitors who met him in prison, and they may have confided them to someone in the magazine, who consolidated these facts into the shape of an article.Although AI-based programmes such as ChatGPT can be used to write articles, digital rights expert Usama Khilji expressed a degree of doubt over Mr Khan’s claim.“Whether it was written as is by Imran Khan, AI was used based on his notes, or [it] was edited by his close aides is not as important as the substance of the article,” he said, adding that artificial intelligence was a tool that could be used to aid writing.Since the article was first published on Thursday, it has been reposted at least seven times from the publication’s official X account. The posts have over 25 million views.PTI’s social media team, meanwhile, has used replies under publication’s posts to put forth its narrative on the purge faced by the party. Several PTI supporters, including the party’s official account, have shared videos containing claims of an assassination attempt on Mr Khan’s life, alleged human rights violations and the persecution of party’s workers and leaders.Level playing fieldSeparately, during thehearingof a petitionseeking a level playing fieldfor polls at the Supreme Court of Pakistan, the Election Commission of Pakistan (ECP) told the bench, headed by Chief Justice Qazi Faez Isa, that the commission had accepted 598 out of a total of 843 nomination papers filed by PTI candidates for the National Assembly, while 1,398 out of 1,777 candidatures had been cleared for the provincial assemblies.During the hearing, CJP Isa asked the PTI’s lawyers not to hurl allegations at the ECP without any proof.PTI’s counsel Latif Khosa and Shuaib Shaheen said that their candidates were rounded up under Maintenance of Public Order and claimed that the PTI was not being given a level playing field.They also pointed out that the ECP deprived the party of its iconic symbol and requested the restoration of the bat symbol.The apex court has scheduled the hearing for PTI’s petition on Jan 11.Published in Dawn, January 9th, 2024"
DAWN.COM,https://www.dawn.com/news/1872219,"Experts discuss fears about AI, its utility in scaling businesses ...",14-Nov-2024 ... A panel of government officials and experts from diverse professions gathered on Wednesday to discuss the emergence of artificial intelligence.,14-Nov-24,23/04/2025,artificial intelligence,Dawn News,global,"KARACHI: A panel of government officials and experts from diverse professions gathered on Wednesday to discuss the emergence of artificial intelligence, its regulation, and application for scaling businesses. They also addressed concerns regarding the technology’s ethical use and loss of jobs.The ‘AI Convergence Summit’ organised by Cygnis featured representatives from fintech, e-commerce, product design, gaming and edtech companies and software houses.In his keynote address, Muhammad Usman Jadoon, Pakistan’s deputy permanent representative to the UN, spoke about the global impact of AI and how it could “herald a new era” by transforming our lives.He said the UN is working on bringing all countries to the table to regulate AI and ensure its equitable use. The UN is looking at the technology from three perspectives: peace and security, human rights and how to promote AI for sustainable development.Businesspersons, govt officials call for regulations, upskilling infrastructure to harness AI’s potentialAccording to Mr Jadoon, the global body is aiming to form a committee to guide the use of AI, along the same lines as the Intergovernmental Panel on Climate Change. The panel will look at AI from a “scientific perspective and without political considerations”.Use cases of AIIn their addresses, Ahmed Hashim, the CEO and co-founder of Cygnis, and Muntaqa Peracha, the CEO of Foodpanda, said businesses have been using AI for decades, with Netflix and Amazon’s recommendations based on customers’ preferences being its example. “Today, AI is having a moment because computing has become cost-effective,” Mr Hashim said.While talking about the practical use of AI, he cited the example of New Jersey’s public transportation company, NJ Transit, using AI to collect data from sensors installed in the trains to help engineers speed up the repair works. It helped to keep more trains on track, which increased customer satisfaction.Another use case was cited by Imran Khan, the CEO of Raptr Game, whose company used AI to collect gamers’ data to give them meaningful recommendations based on the games they prefer, their in-game purchases and the time spent on each game.“We went the AI route six months ago; before that, we were using MIS and data analytics, which was time-consuming,” he said while talking about automation in his company.Baqar Muzaffar, the former CIO of UBL, advised the companies to “target low-hanging fruits” when using AI for problem-solving.Challenges and limitationsThe experts also talked about the limitations of AI, which is still an emerging technology, and the gaps in Pakistan’s infrastructure that prevent the country from harnessing AI’s full potential.Mr Muzaffar said AI relies heavily on data processing, and these data centres consume excessive electricity, the supply of which is erratic in Pakistan.He recommended a public-private partnership to plug this gap as neither side has the capital to individually finance the infrastructure for AI.Sadaf Rehman, the co-founder of Code School, an online portal for children to learn coding, addressed the concern that generative AI might leave coders jobless. She admitted there was a skill gap, but the way to bridge that gap is to “not let go of learning”.“To know and use AI, you have to have some coding experience.”Habibullah Khan, the founder of Penumbra, a design studio, questioned the approach of Pakistani start-ups and IT export companies towards AI. According to Mr Khan, local businesses are mainly using AI for cost-efficiency and making their operations cheaper, whereas, in India, companies are going to other businesses asking about their problems. They then use AI to provide solutions.He suggested a similar approach for Pakistani companies, where they hold “conversations with business users” and solve the problems they face with their customers.Published in Dawn, November 14th, 2024"
DAWN.COM,https://www.dawn.com/news/1397168,"Artificial intelligence's current ability, future prospects discussed ...",24-Mar-2018 ... Two experts on artificial intelligence (AI) made one sit up and wake up to reality during a discussion about concerns regarding AI.,24-Mar-18,23/04/2025,artificial intelligence,Dawn News,global,"KARACHI: “Would you be comfortable if I was actually a robot? What if your child’s teacher in school was a robot? Would you be fine with sending your child to school in a self-driving car?”Two experts on artificial intelligence (AI) made one sit up and wake up to reality during a discussion about concerns regarding AI, titled, ‘Journey on intelligence: a dialogue where philosophy inquires artificial intelligence’ organised by the School of Science and Engineering at Habib University on Thursday.As we step into the age of AI, the question of ethics remains hanging in the middle. How will mankind deal with this conflict between artificial intelligence and human intellect while also dealing with the moral and ethical issues?Dr Sajjad Haider, head of the AI lab at the Institute of Business Administration, started with Alan Turing’s 1950 test of a machine’s ability to exhibit intelligent behaviour equivalent to, or indistinguishable from, that of a human. But ‘AI’ or ‘artificial intelligence’ was truly born in 1956 when the computer scientist John McCarthy coined the term.‘Real-world application of robots has people worried about losing their jobs’“The years following that saw millions of dollars being poured into developing human-like intelligence, which was not really happening, making it the dark period of AI,” he said.But things started happening and picking up pace around 1996 and 1997 when IBM’s Deep Blue defeated the world-class chess master Garry Kasparov.“We didn’t have that much computing power in the 1950s but we did in the 1990s. Then recently, in 2016, Google DeepMind’s AlphaGo defeated Go champion Lee Sedol leading to much media hype about AI. Now we see the DARPA challenges involving autonomous or driverless vehicles.“We also have robots now that look like humans,” he said. “They happen to have Asian faces because they are mostly manufactured in Japan or China. We already have service robots that look like machines but the human face on robots helps smooth interaction between the machine and the human,” he explained.“But real-world application of robots has people worried about losing their jobs now. For instance there is the Google translator that has got call centre workers all worried,” he said.“But throughout history we have seen that whenever something new comes along it may make some professions less popular but then there are new professions that come into demand while creating new openings,” Dr Sajjad pointed out.Other things that are equally or perhaps more worrisome for humans include data mining, deface technology, etc. There is Facebook, Cambridge Analytica, the world’s biggest social network, at the centre of an international scandal involving voter data, the 2016 US presidential election and Brexit. There are smart programmes that can analyse your facial expressions to know your personality.Dr Sajjad thought that people have been very successful with many great AI tools and they will keep on using them. But what if only a few have access to such tools? “Then it will be just like nuclear technology, which can be misused by those who have access to it,” he pointed out.Meanwhile, Dr Muhammad Haris, a professor of philosophy at Habib University, said that the combination of biogenetics, AI and state power is making us wonder who’s going to hold power in the future.“When we think, we think and then there is a gap before the process of reflection,” he said. “That kind of gap diminishes with AI. So AI and genetics will get entangled,” he added.He also reminded about what is already there such as systems of surveillance and things like face recognition by computers. He quoted the example of a movie rights company sending a legal notice to Vimeo to take down a video that they presumed belonged to them. But they were in fact mistaken as it was a computer simulation of the original which was very difficult to differentiate.“So now with AI you have a situation where the sources of similarities are increasing, leading to the production of hyper-reality,” he said.The discussion was moderated by Farieha Aziz, a journalist and co-founder of Bolo Bhi, a digital rights and civil liberties group.Published in Dawn, March 24th, 2018"
DAWN.COM,https://www.dawn.com/news/1891408,Boon and bane - Newspaper - DAWN.COM,12-Feb-2025 ... ... artificial intelligence.” Fredkin convincingly showed the significance of AI by juxtaposing it with the gestation of life on Earth and the ...,12-Feb-25,23/04/2025,artificial intelligence,Dawn News,global,"ARTIFICIAL intelligence has had a seismic impact on education, science, health, security, space, transport, trade, public policy, media, and art. AI furnishes new prospects and challenges, which have positive and negative implications. A recent creation of science and technology in the age of the digital revolution, AI appears as a new technological agency, very much like human and corporate agencies. In terms of ethics, like any agency, it has its good and bad points.Computer expert Edward Fredkin highlighted AI’s significance in a TV interview: “There are three great events in history. One, the creation of the universe. Two, the appearance of life. The third one, which I think is equal in importance, is the appearance of artificial intelligence.” Fredkin convincingly showed the significance of AI by juxtaposing it with the gestation of life on Earth and the creation of the universe itself.AI is creating a world with numerous advantages. First, it not only helps explore data in academic and non-academic research within moments — an exercise that otherwise takes weeks, months, even years — it also processes and categorises digital data within minutes.Second, AI does not only process digital data; it also recommends solutions to problems in a short time. Earlier, humans had to do hard labour to analyse the data and arrive at solutions. Indubitably, AI saves time and labour to meet challenges in, say, medical science, security, public policy, and education.Third, another AI positive is that it provides services round the clock, which is not possible for a single human being to do — as, for instance, in healthcare, where it plays a significant role in surgery.Enthusiastic about its benefits, many overlook AI’s several dangers.Fourth, AI has the potential to carve out new avenues to explore space. Human beings have always had the urge to learn, discover, and understand the worlds beyond. Scientists over millennia have been trying to study the universe. AI helps them reach untraversed realms as its agents can be sent to gather data on distant celestial objects without fear of human loss. So, AI will continue to revolutionise space science.Enthusiastic about its benefits, many tend to overlook AI’s several disadvantages. Eighteenth-century French philosopher Jean-Jacques Rousseau was a stern critic of science and technology, and wanted human life protected from their effects that, according to him, created inequalities. Rousseau’s ideal human is the noble savage who is free, creative, simple, and nature-friendly. Nature nurtures humans while humans nurture science and technology. Science and technology threaten nature. AI can be used to unleash violence in society. Like Frankenstein’s monster, AI has been threatening human life in different ways.First, AI is a threat to human cognitive development. Human cognition has developed over the centuries; problems have been resolved by carefully thinking them through. If AI resolves problems, human beings would make no effort to think for themselves, which means that the faculty of thinking would become dormant, ultimately obstructing cognitive development.Second, AI diminishes human sentiments socially. Human sentiments, passions, desires, and aspirations animate life. An AI-led life is likely to be more mechanistic, and deterministic, just like a robot: a life without passion for living.Third, AI has negative impacts on human sociality. Human beings are not self-sufficient; they depend upon one another — that is how they have created societies, cultures, and civilisations. AI alienates hum­an beings from one another because they come to prefer social interaction through virtual rather than physical means.Fourth, AI aff­e­cts the development of languages negatively. Lan­gu­a­­ge develops through social interaction including verbal and written communication. AI possesses tools, such as ChatGPT, which can produce writing. This is bound to adversely affect the natural development of languages.And last but not least, AI can fabricate/ construct fake data in the form of photos, videos, voices, and text which can have severe ethical and political ramifications. It can also be employed as an unfair means of carrying out academic research, which poses a serious threat to the quality of education — something that one can already witness.While there’s no escaping the fact that AI is now a technological reality, with negative and positive aspects, there is an urgent need to formulate a universal ethical framework to control it in order to ensure that its benefits far outweigh its harmful aspects. The latter, too, must be kept in check.The writer teaches philosophy at the University of the Punjab, Lahore.Published in Dawn, February 12th, 2025"
DAWN.COM,https://www.dawn.com/news/1879052,China poised to compete globally in AI large models - World ...,16-Dec-2024 ... DESPITE initial delays in the development of artificial intelligence ... AI development: foundational large models are advancing into a ...,16-Dec-24,23/04/2025,artificial intelligence,Dawn News,global,"DESPITE initial delays in the development of artificial intelligence large models, experts say China has the potential to surpass the United States in the field of “large models+” and contend for global leadership.At the 2024 Large Model Technology and Application Innovation Forum in Beijing on Thursday, Zheng Weimin, an academician at the Chinese Academy of Engineering, highlighted two key trends in this year’s AI development: foundational large models are advancing into a multimodal phase, integrating text, images, and videos, while “large models+” are seeing broad applications in industries such as finance, healthcare, automotive, and intelligent manufacturing.“Building a domestically produced large-scale system with GPUs, TPUs, and other specialized AI acceleration chips to form a high-performance computing system is crucial,” said Zheng, who also serves as a professor in the computer science department at Tsinghua University.Zheng outlined the lifecycle of large model development, con­sisting of five stages: data acquisition, data preprocessing, model training, model fine-tuning, and model inference. Foundational large models emerge from the first three steps, while fine-tuning customizes them for specific domains.“For example, foundational models often lack sufficient hospital data,” Zheng said. “Fine-tuning with hospital data is necessary to develop a model suitable for medical scenarios.A further training round on ultrasound data can refine it for ultrasound applications.“This iterative process of adapting foundational models for industry-specific uses defines the concept of “large models+,” Zheng explained, with the final inference stage involving practical deployment within industries.Yu Youping, president of Beijing ZKJ Technology Co, a provider of large model techniques and applications, emphasized that the large model industry has moved beyond its “stormy rapid advancement” phase into one of “fine-grained implementation.”“The market demands large model applications that deliver real solutions to practical problems,” Yu said at the forum. “The combination of platforms, applications, and services is the optimal approach for implementing enterprise-level large models.”Published in Dawn, December 16th, 2024"
DAWN.COM,https://www.dawn.com/news/1628928,Focus: Artificial intelligence for the benefit of all - Newspaper ...,12-Jun-2021 ... Artificial intelligence (AI) is everywhere. It is omnipresent in our lives. Even when we don't “see” it...,12-Jun-21,23/04/2025,artificial intelligence,Dawn News,global,"Artificial intelligence (AI) is everywhere. It is omnipresent in our lives. Even when we don’t “see” it working, it “sees” us, “hears” us and is constantly learning from our behaviour.When Netflix and YouTube recommend something for you to watch, they use your browsing history to recommend future watches learning from your past preferences. When Gmail finishes a sentence you start to type, it also uses AI to predict what you wanted to write out. I often find that if I Google a potential product to purchase, I start seeing advertisements related to that product on all the browsers and social media applications on my phone!While the use of artificial intelligence has helped humans in many ways, the presence of these technologies pervading our lives has raised privacy and security concerns. There are certainly reasons to be cautious in the use of artificial intelligence, but, if used correctly, this technology has the potential to solve the most pressing problems the world is facing today.AI can be vital in providing equitable solutions to problems of faced by marginalised groups globally. We all know how technology and artificial intelligence has made remote learning possible since the start of the pandemic. By expanding access to smart phones for low- income children, technology can enable learning for students who cannot attend school on campus. Remote learning through AI technologies can help reduce the drop-out rates, particularly for girls in middle-school in Pakistan and other developing countries.AI is already assisting the management of the current global health crisis through its countless applications for remote medical consultations and contact tracing applications used by governments around the world. This year, MIT experimented with the use of robot doctors, like Dr Spot, for monitoring and treating Covid-19 patients in a contact-free manner, thus reducing the burden on healthcare workers.I kept thinking how we could use AI to help communities in distress and those affected by years of conflict, especially children in conflict zones. My heart goes out to internally displaced people, refugee communities around the world and children in Palestine. In future, when I gain the appropriate level of skill, I would invent a cheaper version of an Apple Tag and give to all the children in Palestine, Syria, Kashmir and in other war zones, so that displaced families can find each other when calamities hit.AI technologies have the potential to worsen global inequalities, but they also present a valuable opportunity to make this world more sustainable. The focus of our generation of young people should be to direct this technology away from just benefitting a select few, towards make a difference in improving the lives of people in distress.Published in Dawn, Young World, June 12th, 2021"
DAWN.COM,https://www.dawn.com/news/1747801,Govt forms task force on artificial intelligence for national ...,15-Apr-2023 ... The task force will comprise artificial intelligence (AI) experts as well as representatives from the government and private sectors. Iqbal ...,15-Apr-23,23/04/2025,artificial intelligence,Dawn News,global,"Planning Minister Ahsan Iqbal has formed a 15-member National Task Force on Artificial Intelligence aimed at achieving the required goals of national development.“The key objective of the [task force] is to develop a 10-year roadmap for accelerated adoption of AI in the business, development, governance, education and healthcare sectors,” said a press release issued on Friday.The task force will comprise artificial intelligence (AI) experts as well as representatives from the government and private sectors.Iqbal emphasised the AI’s importance for progress in the near future, saying that “it will bring transformative changes in the fields of economy, governance, and education.”He said the task force was aimed at harnessing the power of AI for Pakistan’s development and growth while ensuring that the benefits were accessible to all segments of society.Iqbal said establishing the task force was part of the government’s commitment to embracing its potential to transform the country’s economic landscape positively.“By investing in AI, Pakistan can unlock new opportunities for growth and development and improve the lives of its citizens,” the minister said.Iqbal also emphasised AI’s crucial role in driving economic growth and development for Pakistan.“The integration of AI in our governance, healthcare and education systems has the potential to revolutionise these sectors and bring about significant progress,” he added.The minister pointed out that from improving decision-making processes to personalised medical treatments and enhancing learning experiences, AI could offer solutions that were previously unattainable.In 2018, a National Centre for Artificial Intelligence was also set up in Pakistan, the press release said."
DAWN.COM,https://www.dawn.com/news/1659814,"In shock move, India announces bill to ban cryptocurrencies - World ...",23-Nov-2021 ... India's government will introduce a bill to ban private cryptocurrencies and create a framework for a central bank-backed digital money.,23-Nov-21,23/04/2025,cryptocurrency,Dawn News,global,"India's government will introduce a bill to ban private cryptocurrencies and create a framework for a central bank-backed digital money, its parliament said in a shock announcement late Tuesday.The proposed bill “seeks to prohibit all private cryptocurrencies in India”, the Lok Sabha said, and comes after Prime Minister Narendra Modiwarnedlast week that Bitcoin presents a risk to younger generations and could “spoil our youth” if it ends up “in the wrong hands”.It is the latest such move by a major emerging economy, after China declared all cryptocurrency transactions illegal in September.India's crypto market has boomed since the country's Supreme Court overturned a previous ban in April last year, growing more than 600 per cent over the past year according to research by Chainalysis.Between 15 and 100 million people in Asia's third-largest economy are estimated to own cryptocurrencies, with total holdings in the billions of dollars.Their investments will now face an uncertain future.India's central bank announced in June that it is working to introduce its own digital currency by the end of the year, while warning it has “serious concerns” about private cryptocurrencies like Bitcoin, Ethereum and others.The bill, to come before the new legislative session, will allow for some exceptions to promote cryptocurrency technology, according to the parliament's bulletin of upcoming business, but no further details about the proposed legislation were released.The market price of Bitcoin appeared unaffected and was up 1.67pc in Tuesday's trade.But the phrasing of the proposed bill sent alarm bells ringing among local traders and enthusiasts.“The wording has created a panic,” Kashif Raza, founder of crypto-education platform Bitinning, said, adding that the industry expected the government to take a more favourable view after recent consultations with the industry.“Obviously there will be a shutter-down on the industry,” he added. “The industry will die in its natural way. Intellectual capital will move away, investors will face losses.”Cryptocurrencies have been under scrutiny by Indian regulators since first entering the local market in 2013.A surge in fraudulent crypto transactions following the Modi government's demonetisation of nearly all banknotes in 2016 led to the country's central bank banning crypto transactions in April 2018.The Supreme Court lifted the ban two years later and investments have surged in the time since.Indians have been bombarded in recent months with advertisements for CoinSwitchKuber, CoinDCX and other home-grown crypto exchanges across television channels, online streaming services and social media.These platforms spent more than 500 million rupees ($6.7 million) on advertising spots during the recently concluded T20 World Cup, research by TAM Sports showed, with viewers subjected to an average of 51 cryptocurrency advertisements per match.Analysts say regulation would be central to addressing security risks, with crypto exchanges increasingly targeted by cyber criminals as virtual currency prices soar."
